tag,assignment_count,artist_count,sample_artists
not rnb,3,3,D'Angelo; Anita Baker; Too $hort
notag,3,3,Thrice; Cash Cash; Mortal Love
novelas,3,3,Maria Bethânia; João Bosco; Simone
now i can dance,3,3,Robbie Williams; Republica; Tina Arena
oh canada,3,3,The Organ; Platinum Blonde; Spoons
old school hip hop,3,3,N.W.A; Run-D.M.C.; Naughty by Nature
olimpo dei migliori,3,3,Mr. Bungle; Mark Lanegan; Strapping Young Lad
one hit wonder,3,3,Lady Gaga; Girl Thing; White Town
optimistic,3,3,The Beatles; Phoenix; Sara Bareilles
orient,3,3,عمر دياب; Nass Marrakech; Nabyla Maan
original,3,3,Florence + the Machine; Nicki Minaj; Vanilla Ice
oshare kei :,3,3,SuG; Megaromania; 12012
ottoman art,3,3,Hussein al A'dhami; Sultan Selim III; Ali Ufki
ottoman classical,3,3,Sultan Selim III; Ali Ufki; Buhurizade Mustafa Itri Efendi
overplayed,3,3,Green Day; Queen; Franz Ferdinand
overrated hipster garbage,3,3,Crystal Castles; Animal Collective; Pez
ozzy,3,3,Ozzy Osbourne; Black Label Society; Rob Zombie
pagan black metal,3,1,Amžius
pagode,3,3,Rihanna; RBD; Turma do Pagode
pain,3,3,Pain; Robert Pattinson; Blue
paint-the-world-in-colour,3,3,Rogue Wave; Pinback; Badly Drawn Boy
palestine,3,3,ميس شلش; grup genç; Sajid Raza Qadri
pantanal,3,3,Maria Bethânia; João Bosco; Simone
paris hilton,3,3,Hilary Duff; Raven-Symoné; Wilmie
past tense,3,3,Evanescence; Björk; Within Temptation
pat appleton,3,3,THEreminGIRL; VFSix; VFSix feat. Pat Appleton
paul oakenfold,3,3,Hilary Duff; ATB; Paul Oakenfold
perfect song,3,3,Christina Aguilera; Shakira; Pixie Lott
personal favourites,3,3,Pink Floyd; Metallica; The Cult
personal meaning,3,3,Deep Purple; Eagles; Robert Plant
pittsburgh,3,3,delicious pastries; Mariage Blanc; Whisper Signal
playback,3,1,Britney Spears
poem,3,3,Sopor Aeternus & The Ensemble of Shadows; Soap&Skin; Evelyn Evelyn
poesia,3,3,Legião Urbana; Marisa Monte; Sarah Brightman
poetic,3,3,The Doors; mewithoutYou; The Germs
poland,3,3,O.S.T.R.; Doda; Robert M
polish hip-hop,3,2,O.S.T.R.; Fokus
poota,3,3,Katy Perry; Ke$ha; Miley Cyrus
pop espanol,3,3,Alphaville; Duncan Dhu; Esplendor Geométrico
pop female,3,3,Kelly Clarkson; Ashlee Simpson; Pixie Lott
pop life,3,3,Madonna; Christina Aguilera; Kylie Minogue
pop queen,3,3,Britney Spears; Rihanna; Madonna
pop sensation,3,3,Ashlee Simpson; Dannii Minogue; Geri Halliwell
pop teen,3,2,Britney Spears; Anahí
popao,3,3,Rihanna; Christina Aguilera; Gwen Stefani
portishead,3,3,Portishead; THEreminGIRL; VFSix
post-black metal,3,3,Ulver; Arcturus; Vintersorg
post-dubstep,3,3,Gold Panda; Mount Kimbie; Pariah
post-industrial,3,3,Throbbing Gristle; Death in June; Dawn of Ashes
power violence,3,3,Spazz; Magrudergrind; Infest
powerful lyrics,3,3,Pink Floyd; Metallica; Eagles
powerhouse voice,3,3,Adam Lambert; Céline Dion; Idina Menzel
pra deixar de bom humor,3,3,Taking Back Sunday; From First to Last; Secret Lives of the Freemasons
praise,3,3,Hillsong; David Crowder Band; Planetshakers
precision musicianship,3,3,Metallica; Iron Maiden; Rush
pretty much amazing,3,3,Muse; Patrick Wolf; Imogen Heap
princess,3,3,Britney Spears; Taylor Swift; Anahí
progressive black metal,3,3,Enslaved; Borknagar; Ihsahn
progressive electronic,3,3,坂本龍一; Jon & Vangelis; Electric Disection
progressive hardcore,3,3,House vs. Hurricane; Life in Your Way; In Irons
psy chill,3,3,Infected Mushroom; Bluetech; GreenGender
punk n roll,3,3,Backyard Babies; HorrorPops; Dead Boys
punk sound,3,3,Danger; The Tuss; Kopflast
punk77,3,2,100 Bitches; The Carpettes
pure love,3,3,Perfume; ルルティア; 鬼束ちひろ
pussycat,3,2,The Pussycat Dolls; Alicia Keys
quechua,3,3,Magaly Solier; Rosita de Espinar; Uchpa
queensryche,3,3,This Light; Khigh; Hall of Dreams
ragtime,3,3,Billy Joel; Jelly Roll Morton; Matt Hendricks
ramonesy,3,3,The Lurkers; The Spits; Groovie Ghoulies
random,3,3,The Postal Service; Herr M.; Nerdette
real country,3,3,Jessica Simpson; Tammy Wynette; Kristy Lee Cook
reasons to love 80s,3,3,Madonna; Duran Duran; Cyndi Lauper
relax del chido,3,3,Muse; The Killers; Placebo
relaxed,3,3,Hot Chip; The Foreign Exchange; Nerdette
religious,3,3,Ministério Adoração e Vida; Padre Fábio de Melo; Adriana
resignation,3,3,Depeche Mode; ABC; Malcolm Middleton
reversed guitar,3,3,The Comsat Angels; The Monochrome Set; The Teardrop Explodes
rick-villa,3,3,Kanye West; Nas; Rick GhraphiXxX
road trip,3,3,Queens of the Stone Age; Savage Garden; Monster Magnet
robert pattinson,3,1,Robert Pattinson
rock brasileiro,3,3,Pitty; Detonautas Roque Clube; Oficina G3
rock espanol,3,2,Barón Rojo; Hombres G
rock female,3,3,Avril Lavigne; Mariah Carey; Garbage
rock italiano,3,3,Luciano Ligabue; Vasco Rossi; Gianna Nannini
rock metal,3,3,Metallica; Nightwish; Marya Roxx
rock out,3,3,Pearl Jam; Garbage; Bush
rock-n-roll,3,3,John Lee Hooker; Арчер; Trampled Under Foot
rockin hillbilly,3,3,Loretta Lynn; Bill Mack; Bill Ferguson
rocknroll,3,3,Backyard Babies; Faichecleres; The Carburetors
romania,3,3,Inna; Edward Maya; Crazy Loop
romanian,3,3,Edward Maya; Nicu Alifantis; Travka
rox,3,3,The Used; Jimmy Eat World; From First to Last
russian gay,3,3,Сергей Лазарев; БиС; Борис Апрель
russian underground hip-hop,3,3,Черная Экономика; KODLA; Бухенвальд Флава
s-r-b-i-j-a,3,3,Prljavo Kazalište; Azra; Boban Marković Orkestar
sade,3,3,THEreminGIRL; VFSix; Michael Cardenas
sandra,3,3,Sandra; Arabesque; Angel X
sarah brightman,3,2,Sarah Brightman; Amelia Brightman
satire,3,3,Lungbutter; Angry Petunias; Idiots of Idiocy (I.O.I.)
saxophones,3,3,Carpathian Forest; Spacemen 3; The Hillbilly Moon Explosion
scream along,3,3,Christina Aguilera; Whitney Houston; Alexia
sea,3,3,a-ha; Big Country; Mark Knopfler
separation,3,3,a-ha; Electric Light Orchestra; Belinda Carlisle
sex music,3,3,Depeche Mode; Air; Dave Gahan
sexiest man in the world,3,3,Dave Gahan; Savage Garden; Paul van Dyk
shady,3,2,Eminem; D12
sickness,3,3,Drake; Nina Hagen; Jay-Blaze
signed,3,3,"The K; The ""K""; Crown Electric Company"
sigur ros,3,3,Sigur Rós; The Album Leaf; Kellplanet
simple,3,3,Ellie Goulding; Travis; Murat Esmer
simple plan,3,3,Simple Plan; Raven-Symoné; Sebastian
ska-punk,3,3,Rancid; Ляпис Трубецкой; Saves the Day
skid row,3,3,Skid Row; Velvet Revolver; Khigh
skram,3,2,Nvblado; Dancing Ghosts
slut,3,3,倖田來未; Heidi Montag; The Teenagers
slut wave,3,3,Dick4Dick; Putilatex; Amanda Lepore
snow patrol,3,2,Snow Patrol; Lunic
so sweet,3,3,The Red Jumpsuit Apparatus; Hinder; George Strait
soft music,3,3,Norah Jones; Balmorhea; KRec
someone in my family is famous,3,3,Brooke Hogan; Jamie Lynn Spears; Haylie Duff
song that makes me cry,3,3,Between the Trees; Every Avenue; Cauterize
songs i can play,3,2,The Cardigans; Maná
songs that cheer me up,3,3,30 Seconds to Mars; John Mayer; Def Leppard
songs that make me want to eat cake,3,3,Death Cab for Cutie; Chicago; Ted Leo and The Pharmacists
songs that rocked my world :p,3,3,Garbage; Seether; Puddle of Mudd
songs to make love to,3,3,Rihanna; Michael Jackson; Jennifer Lopez
soul searching,3,3,John Mayer; Switchfoot; Stacie Orrico
soundtrack of my dreams,3,3,Muse; Apocalyptica; Therion
soundtrack to my life,3,3,Simple Plan; The Feeling; Matt Willis
south africa,3,3,Peter Gabriel; Various Artists; reigndear
south rap,3,3,Lil' Wayne; Nas; Rick GhraphiXxX
south represent,3,3,His Hero Is Gone; Koro; Assfactor 4
spacey,3,3,New Order; VHS or Beta; Glass Candy
spanish indie pop,3,3,Los Planetas; Los Punsetes; El Columpio Asesino
spears,3,1,Britney Spears
spice girls,3,2,"Spice Girls; ""Weird Al"" Yankovic"
spinetta,3,3,Luis Alberto Spinetta; Pescado Rabioso; Spinetta y los Socios del Desierto
spiritual trance,3,3,Serkan Süleymaniye; SufiTrance; Osman Murat Tuğsuz
squarepusher,3,3,Squarepusher; Iron Jesus; Dj.M
squartet,3,3,Zu; Neo; Snakeprint
stand-up comedy,3,3,Robin Williams; Bill Cosby; Pablo Francisco
steve stevens,3,3,Billy Idol; Thompson Twins; Steve Stevens
steven wilson,3,2,Porcupine Tree; Blackfield
street vanacular,3,3,Mos Def; Rick GhraphiXxX; Jay-Blaze
summer 2010,3,3,Katy Perry; Nelly; Alex Gaudino
super catchy,3,3,Lady Gaga; Willow Smith; Billy Currington
supersonic,3,1,Christina Aguilera
swedish rock,3,2,The Hives; Sahara Hotnights
swiss,3,3,Eluveitie; Yello; Krokus
synth indie rock,3,1,Two Door Cinema Club
synthrock,3,3,Muse; The Birthday Massacre; Orgy
tagged indie just for the sake of it i guess,3,3,The White Stripes; Nouvelle Vague; Camille
taylor momsen,3,2,The Pretty Reckless; Wilmie
tbm,3,3,Combichrist; Nachtmahr; Miss Construction
techno-industrial,3,3,Atari Teenage Riot; Monolith; The Fighting Cocks
techstep,3,3,Noisia; Limewax; Technical Itch
teddy,3,3,David Bowie; Duran Duran; The Human League
teen punk,3,3,Avril Lavigne; Paramore; Demi Lovato
terrorcore,3,3,ScreamerClauz; Passenger of Shit; Mental D-struction
texas,3,3,Dixie Chicks; Miranda Lambert; Texas
thalia,3,2,Anahí; Thalía
the doors,3,3,The Doors; Mystics Anonymous; Merlinmoon
the king,3,1,Elvis Presley
the king of pop,3,1,Michael Jackson
the kooks,3,1,The Kooks
the last song,3,3,OneRepublic; The Raveonettes; VHS or Beta
the new wave of classic rock,3,3,Wolfmother; Stone Gods; The Answer
the strokes,3,1,The Strokes
the west coast sound of holland,3,3,Legowelt; Alden Tyrell; Nacho Patrol
they might be giants,3,3,Lungbutter; Angry Petunias; A Band Featuring Instruments
three days grace,3,2,Three Days Grace; Fire On Dawson
thunder,3,3,a-ha; Big Country; Mark Knopfler
tilavet,3,3,Mehmet Emin Ay; Shaik Abu Baker Al-Shatiri; Yahya Hawwa
too long but genious,3,3,Pink Floyd; Dream Theater; Opeth
tori amos,3,2,Tori Amos; Lunic
toured with,3,3,Suicide Commando; Aesthetic Perfection; Tamtrum
tracks i would put on a movie soundtrack,3,3,Miley Cyrus; MGMT; The Kills
trance metal,3,3,Blood Stain Child; Bloodparade; Silent Descent
trash,3,3,倖田來未; Jedi Mind Tricks; Cacophony
trashy,3,3,Ke$ha; Heidi Montag; Millionaires
tricky,3,3,Tricky; THEreminGIRL; VFSix
trilhas,3,3,Maria Bethânia; João Bosco; Simone
true blood,3,3,Bob Dylan; Jace Everett; Dengue Fever
true goth emo,3,3,Nine Inch Nails; Roxy Music; Diary of Dreams
true synthpop,3,3,And One; Japan; The Devils
tune,3,3,Daft Punk; Yarema; Thorshji
tunes,3,3,buried|cable; Yarema; Speaka
turk dunyasi,3,3,Huun-Huur-Tu; R. Carlos Nakai; Ulytau
tv themes,3,3,The Dandy Warhols; The Ventures; Various Artists
uhhhh,3,3,Scott Walker; Can; Marlene Dietrich
uk punk,3,3,X-Ray Spex; Generation X; GBH
ukraine,3,3,Светлана Лобода; buried|cable; Yarema
una mamada,3,3,Calle 13; Jaime Camil; Colchon
unknown,3,3,Pink Floyd; New Order; Missy Elliott
unplugged,3,3,Eric Clapton; The Corrs; Maná
urban contemporary rnb,3,3,Janet Jackson; Aaliyah; Ashanti
us metal,3,3,W.A.S.P.; Dokken; Armored Saint
utada hikaru,3,2,宇多田ヒカル; Utada
vanessa hudgens,3,1,Vanessa Hudgens
village,3,3,P!nk; Kylie Minogue; George Michael
visual kei n-n,3,3,雅-MIYAVI-; アンティック-珈琲店-; ダリス
vnv nation,3,2,e-gens; Decence
vocal femenino,3,3,Marjorie Estiano; Plumb; Fireflight
vocal house,3,3,Edward Maya; David Vendetta; Ameerah
wale,3,1,Wale
wanessa,3,2,Wanessa; Wanessa Camargo
we love the 80s,3,3,Depeche Mode; Fad Gadget; Viking Quest
western-ish,3,3,KT Tunstall; Paolo Nutini; Mark Knopfler
white lightning,3,3,The Fall; Lightning Bolt; Gil Scott-Heron
who is goth lol,3,3,The Sisters of Mercy; Cradle of Filth; Paradise Lost
whore,3,2,Rihanna; Heidi Montag
wide horizon,3,3,Der WaldläUfer; Waldläufer; abyssal plains
wierd-groove,3,3,Iron Jesus; DJ Spooky; Dj.M
wigger,3,3,Eminem; Bubba Sparxxx; Paul Wall
womanizer,3,2,Britney Spears; Adam Lambert
world beats,3,3,Big Country; Fela Kuti; Sergei Rachmaninoff
x-factor,3,3,Leona Lewis; Leon Jackson; Angy
xxxmas,3,3,Lady Gaga; Tom Waits; The Four Tops
yorkshire,3,3,The Human League; ABC; Fractured Visions
you,3,3,Lady Gaga; Jennifer Lopez; Justin Bieber
your ears will bleed,3,3,Tokio Hotel; BrokeNCYDE; Kevin Federline
1,2,2,Mario; Sonique
1337 guitar players,2,2,Dire Straits; Ted Leo and The Pharmacists
1971,2,2,Led Zeppelin; Daddy Cool
2 tone,2,2,Madness; The Specials
2011,2,2,Jessie J; mO Body
20s,2,2,Al Jolson; Eugeniusz Bodo
30stm,2,1,30 Seconds to Mars
3oh3,2,1,3OH!3
420,2,2,Various Artists; ConeCrewDiretoria
6-string bass,2,2,THEreminGIRL; VFSix
80's music,2,2,Heaven 17; Boom Crash Opera
808 and heartbreak,2,2,Kanye West; The-Dream
808s and heartbreak,2,2,Kanye West; The-Dream
90 goods,2,2,Madonna; Christina Aguilera
9000,2,2,Battles; Alexander Kowalski
90s classic,2,2,Rage Against the Machine; Silverchair
90s lovee,2,2,Backstreet Boys; Mandy Moore
9100,2,2,Public Image Ltd.; Buffalo Daughter
a cappella,2,2,Alanis Morissette; Sam Cooke & the Soul Stirrers
a day to remember,2,1,A Day to Remember
acapella,2,2,Britney Spears; Madonna
acdc,2,2,AC/DC; The Dandy Warhols
acoustic folk,2,2,Iron & Wine; Michael Cardenas
acustic,2,2,Colbie Caillat; Арчер
acustico,2,2,Jorge Drexler; Mercedes Sosa
adam green,2,2,Belle and Sebastian; Bark Bark disco
adam lambert,2,1,Adam Lambert
adult alternative,2,2,Neko Case; My Endeavour
afrocuban,2,2,Celia Cruz; Mongo Santamaria
air gear,2,2,BACK-ON; skankfunk
alcohol,2,2,Gogol Bordello; Narkotiki
alessandro safina,2,2,Sarah Brightman; Alessandro Safina
alice cooper,2,1,Alice Cooper
alicia keys,2,1,Alicia Keys
all time favourites,2,2,Nirvana; Red Hot Chili Peppers
allgemein,2,2,Kanye West; Erykah Badu
alpha quadrant,2,2,Combichrist; Alpha Quadrant
alt country,2,2,Lucero; Wiser Time
alt rock,2,2,Thurston Moore; Wiser Time
alternativee,2,2,The Red Jumpsuit Apparatus; Darius Rucker
amanda palmer,2,2,The Dresden Dolls; ...And You Will Know Us by the Trail of Dead
amazing girl,2,2,Cansei de Ser Sexy; Bebel Gilberto
amazing grace,2,2,The Smashing Pumpkins; Edwyn Collins
amazing live,2,2,Depeche Mode; black room
ambiant,2,2,The Noise Affinity; AcousmatiK
ambient dub,2,2,Massive Attack; Shulman
ambient folk,2,2,Grouper; Fresh Cherries From Yakima
ambient lounge,2,2,Asura; Banco de Gaia
american idol 3,2,2,Jennifer Hudson; Fantasia
american juniors,2,2,Kristinia DeBarge; Jordan McCoy
amerie,2,1,Amerie
ami suzuki,2,2,鈴木あみ; 鈴木亜美
amici,2,2,Alessandra Amoroso; Loredana Errore
anadolu rock,2,2,Barış Manço; Moğollar
anal pop,2,2,Dead by April; Dan Balan
analrape,2,2,Marilyn Manson; Justin Bieber
andean,2,2,Inti-Illimani; Putumayo
andina,2,2,Inti-Illimani; Putumayo
andre matos,2,2,Shaaman; Viper
angry chick music,2,2,Kristinia DeBarge; Melissa Etheridge
anime ost,2,2,Crystal Kay; Suemitsu & THE Suemith
anime soundtrack,2,2,Maximum the Hormone; Ayakashi Japanese Classic Horror
ant farm,2,2,Adam and the Ants; Adam Ant
anthem,2,2,Ozzy Osbourne; Jason Anderson
anti-bush,2,2,P!nk; Dixie Chicks
anti-war,2,2,Dire Straits; Dixie Chicks
antifolk,2,2,Adam Green; Honeybird & the Birdies
antonio zitarelli,2,2,Neo; Squartet
apartheid,2,2,Peter Gabriel; Various Artists
apex hills,2,2,Kanye West; Rick GhraphiXxX
apex-hills,2,2,Kanye West; Rick GhraphiXxX
apologetics,2,2,Dinesh D'Souza; William Lane Craig
aragon,2,2,Corpore; Tired Of Waiting
arashi,2,1,嵐
art-rock,2,2,Heartscore; Whisper Signal
atb,2,1,ATB
atilla ozdemiroglu,2,2,Sezen Aksu; Zerrin Özer
audioslave,2,2,Audioslave; Fire On Dawson
austrian,2,2,Falco; Gimmik
avant garde electronica,2,2,Autechre; Delia Derbyshire
avantasia,2,2,This Light; Hall of Dreams
avenged sevenfold,2,1,Avenged Sevenfold
avoid this music at all costs,2,2,Crystal Castles; Pez
awesome in your face,2,2,Wolf Parade; Ted Leo and The Pharmacists
awesome songs,2,2,Death; Emperor
ayumi hamasaki,2,1,浜崎あゆみ
backstreet,2,2,"Backstreet Boys; ""Weird Al"" Yankovic"
bad music,2,2,Tokio Hotel; Kevin Federline
bad stream,2,1,DJ Shadow
badass,2,2,Pixies; Jason Anderson
baile melancolico,2,2,Billy Idol; Anything Box
balada,2,2,Avril Lavigne; María Pretiz
balkan,2,2,Gogol Bordello; Goran Bregović
banjo,2,2,Basement Jaxx; Josh Woodward
bard rock,2,2,Владимир Высоцкий; Арчер
baritone,2,2,Rhydian; Mystics Anonymous
battlestar galactica,2,2,The Jimi Hendrix Experience; Philip Glass
baumarkt,2,2,Laxative; Halo Effect
beastie boys,2,1,Beastie Boys
beatles,2,2,The Beatles; Out of Ether
beautiful songs,2,2,Kylie Minogue; Sugababes
bedroom pop,2,2,The Tallest Man on Earth; Bark Bark disco
beer metal,2,2,Matanza; Korpiklaani
bela,2,2,Depeche Mode; Ludov
belinda,2,2,Belinda; Dulce María
bellingham,2,2,Idiot Pilot; Jenni Potts
best band of the world,2,2,Simple Plan; Dead by April
best cover,2,2,Pearl Jam; Alien Ant Farm
best cover ever,2,2,Jeff Buckley; Ryan Adams
best ever,2,2,Britney Spears; Katy Perry
best keeper,2,2,DICKY DIXON LAKE RECORDS; Dicky Dixon
best of albums,2,2,The Beatles; Billie the Vision & The Dancers
best of hip hop,2,2,Raekwon; Ja Rule
best rapper alive,2,2,"Eminem; Royce da 5'9"""
best seller,2,2,Britney Spears; Rihanna
best songs,2,2,Eric Clapton; Daughter Darling
better than kmad,2,2,"Eminem; Kiss My Ass, Deeply"
better than madonna,2,2,Cyndi Lauper; Cher
better than the a-side,2,1,Girls Aloud
bff,2,2,BFF; Hot Feeler
big 3,2,2,a-ha; Big Country
big bang,2,2,G-Dragon; 빅뱅
big fun,2,2,Thompson Twins; Animotion
billy idol,2,2,Billy Idol; Steve Stevens
birthday song,2,2,Aimee Mann; Elias and The Wizzkids
black,2,2,Nine Inch Nails; Tank
black halo,2,2,This Light; Hall of Dreams
blond,2,2,Kelly Clarkson; Carrie Underwood
bloody great,2,2,Dave Gahan; Skrillex
blues fusion,2,2,The Derek Trucks Band; John Lee Hooker & Miles Davis
blues n boogie,2,2,ZZ Top; John Lee Hooker
bob dylan,2,2,Matell; Gary Revel
bologna,2,2,Snakeprint; Tubax
bone bone bone,2,2,Bone Thugs-N-Harmony; Bizzy Bone
bow wow,2,2,Chris Brown; Bow Wow
bowie,2,1,David Bowie
boy loves guitar,2,2,John Mayer; James Blunt
boys like girls,2,1,Boys Like Girls
boys with guitars,2,2,Ryan Cabrera; Tyler Hilton
boyz 2 men,2,2,Jay Sean; Boyz II Men
brain massaging device,2,2,2H Company; Efterklang
brand new,2,2,Brand New; Jesse Lacey
brasileira,2,2,Ana Carolina; Marjorie Estiano
brasilian,2,2,Lu Alone; HenriK Félix
brass band,2,2,Pink Puffers; Black Bear Combo
brazilian bands,2,2,Gray Strawberries; S.O.M.A.
breakdown,2,2,Parkway Drive; Rose Funeral
brega,2,2,Dulce María; Belchior
bright,2,2,Arctic Monkeys; Oasis
brillant lyrics,2,2,Paramore; Ashley Tisdale
brincando de ser taking back sunday,2,1,NX Zero
british indie,2,2,Kaiser Chiefs; The Fratellis
british metal,2,2,Iron Maiden; Ozzy Osbourne
britneyspears,2,2,Britney Spears; Rihanna
brothers,2,2,Oasis; Jonas Brothers
brum,2,2,Steel Pulse; RealTobacco
brutal deathgrind,2,2,Waking The Cadaver; Chainsaw Disaster
brutal kircore,2,2,Metallica; Mayhem
bub,2,2,Hall & Oates; Electric Disection
bubblegum pop,2,2,소녀시대; Hunx and His Punx
bunnymen heaven,2,2,Echo & The Bunnymen; Ian McCulloch
c-pop,2,2,Naomi Yohani; 羅志祥
caca,2,2,Rammstein; The Mars Volta
cake,2,1,CAKE
can't stop listening,2,2,Ryan Adams; Gnarls Barkley
canadian metal,2,2,Razor; Anvil
canadian rockabilly,2,2,Jim Morrison; The Bluetones
cant be tamed,2,1,Miley Cyrus
canterbury scene,2,2,Soft Machine; Caravan
captain beefheart,2,2,Lungbutter; A Band Featuring Instruments
carlo conti,2,2,Neo; Squartet
cascada,2,1,Cascada
casino versus japan,2,2,Lone; Kashmir Boots
cat stevens,2,1,Cat Stevens
cello metal,2,1,Apocalyptica
chamber pop,2,2,Destroyer; Richard Hawley
charly,2,2,Charly García; Serú Girán
cheers me up everytime,2,2,Metric; Gnarls Barkley
cheesy pop,2,2,Martina McBride; SHeDaisy
children,2,2,Xuxa; BFF
chill latin hh,2,2,Groove Armada; Smoke City
chill wave,2,2,Caribou; Trentemøller
chipcore,2,2,Aliceffekt; 害意
christian rock-pop,2,2,Anberlin; Delirious?
chuck,2,2,Britney Spears; Bon Iver
classic blackmore,2,2,Deep Purple; Rainbow
classic punk,2,2,Sex Pistols; Buzzcocks
classic soul,2,2,Sam Cooke; Donny Hathaway
classical piano,2,2,Vladimir Horowitz; Sviatoslav Richter
classical pop,2,2,Sarah Brightman; Josh Groban
classical-crossover,2,2,Sarah Brightman; Josh Groban
classico,2,2,AC/DC; Joy Division
clever,2,2,Datarock; Die Antwoord
clickpop,2,2,Jenni Potts; Darin Schaffer
clocks,2,1,Rampkorv
co,2,2,Regina Spektor; CAKE
cockney,2,2,Kate Nash; Jose Vanders
cold case soundtrack,2,2,Foreigner; Laura Branigan
combichrist,2,2,Combichrist; Alpha Quadrant
coo,2,2,Alphabeat; Dima Bilan
cool songs,2,2,Sugababes; Jewel
costa rica,2,2,María Pretiz; Kurt Dyer
could get any better,2,2,Pantera; Let 3
could listen to this forever,2,2,Blue; Carter Burwell
